transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Day_name,month_name,date_of_month,Day_Classification,Time_Classification,Time_classification,Spend_bucket,Revenue
374,2023-01-01,2026-03-17T16:06:04.000Z,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
375,2023-01-01,2026-03-17T16:07:20.000Z,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
376,2023-01-01,2026-03-17T16:08:59.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
377,2023-01-01,2026-03-17T16:10:37.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
378,2023-01-01,2026-03-17T16:12:00.000Z,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3
379,2023-01-01,2026-03-17T16:17:06.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.9
380,2023-01-01,2026-03-17T16:17:52.000Z,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
381,2023-01-01,2026-03-17T16:19:00.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
382,2023-01-01,2026-03-17T16:19:17.000Z,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.55
383,2023-01-01,2026-03-17T16:19:26.000Z,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
384,2023-01-01,2026-03-17T16:20:07.000Z,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
385,2023-01-01,2026-03-17T16:22:07.000Z,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2
386,2023-01-01,2026-03-17T16:22:38.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2
387,2023-01-01,2026-03-17T16:25:28.000Z,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
388,2023-01-01,2026-03-17T16:27:42.000Z,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.55
389,2023-01-01,2026-03-17T16:28:00.000Z,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,6
390,2023-01-01,2026-03-17T16:28:57.000Z,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
391,2023-01-01,2026-03-17T16:29:36.000Z,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7
392,2023-01-01,2026-03-17T16:30:12.000Z,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.75
393,2023-01-01,2026-03-17T16:33:35.000Z,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.1
394,2023-01-01,2026-03-17T16:35:11.000Z,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2
395,2023-01-01,2026-03-17T16:39:24.000Z,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.75
396,2023-01-01,2026-03-17T16:39:27.000Z,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
397,2023-01-01,2026-03-17T16:40:18.000Z,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
398,2023-01-01,2026-03-17T16:40:19.000Z,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
399,2023-01-01,2026-03-17T16:41:51.000Z,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
400,2023-01-01,2026-03-17T16:43:33.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
401,2023-01-01,2026-03-17T16:44:46.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
402,2023-01-01,2026-03-17T16:47:05.000Z,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
403,2023-01-01,2026-03-17T16:47:05.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.25
404,2023-01-01,2026-03-17T16:48:31.000Z,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
405,2023-01-01,2026-03-17T16:49:19.000Z,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3
406,2023-01-01,2026-03-17T16:49:19.000Z,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.75
407,2023-01-01,2026-03-17T16:49:38.000Z,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
408,2023-01-01,2026-03-17T16:52:13.000Z,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
409,2023-01-01,2026-03-17T16:52:51.000Z,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
410,2023-01-01,2026-03-17T16:56:48.000Z,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2
411,2023-01-01,2026-03-17T16:58:42.000Z,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
412,2023-01-01,2026-03-17T16:58:42.000Z,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.25
413,2023-01-01,2026-03-17T17:01:03.000Z,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
414,2023-01-01,2026-03-17T17:01:31.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
415,2023-01-01,2026-03-17T17:03:21.000Z,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
416,2023-01-01,2026-03-17T17:05:44.000Z,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
417,2023-01-01,2026-03-17T17:09:18.000Z,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,6
418,2023-01-01,2026-03-17T17:10:34.000Z,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
419,2023-01-01,2026-03-17T17:10:35.000Z,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.5
420,2023-01-01,2026-03-17T17:11:58.000Z,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
421,2023-01-01,2026-03-17T17:13:17.000Z,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.4
422,2023-01-01,2026-03-17T17:16:17.000Z,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.1
423,2023-01-01,2026-03-17T17:17:19.000Z,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,8
424,2023-01-01,2026-03-17T17:17:22.000Z,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.2
425,2023-01-01,2026-03-17T17:18:36.000Z,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
426,2023-01-01,2026-03-17T17:19:08.000Z,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.9
427,2023-01-01,2026-03-17T17:19:08.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
428,2023-01-01,2026-03-17T17:19:11.000Z,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,8.5
429,2023-01-01,2026-03-17T17:19:28.000Z,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4
430,2023-01-01,2026-03-17T17:19:49.000Z,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,6
431,2023-01-01,2026-03-17T17:19:49.000Z,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.5
432,2023-01-01,2026-03-17T17:20:02.000Z,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
433,2023-01-01,2026-03-17T17:20:02.000Z,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3
434,2023-01-01,2026-03-17T17:22:36.000Z,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.75
435,2023-01-01,2026-03-17T17:23:03.000Z,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
436,2023-01-01,2026-03-17T17:23:04.000Z,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.25
437,2023-01-01,2026-03-17T17:25:45.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7
438,2023-01-01,2026-03-17T17:26:15.000Z,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.1
439,2023-01-01,2026-03-17T17:26:15.000Z,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
440,2023-01-01,2026-03-17T17:28:42.000Z,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3
441,2023-01-01,2026-03-17T17:28:42.000Z,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.25
442,2023-01-01,2026-03-17T17:29:25.000Z,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
443,2023-01-01,2026-03-17T17:29:25.000Z,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
444,2023-01-01,2026-03-17T17:34:47.000Z,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
445,2023-01-01,2026-03-17T17:35:26.000Z,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3
446,2023-01-01,2026-03-17T17:35:26.000Z,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.25
447,2023-01-01,2026-03-17T17:37:26.000Z,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.5
448,2023-01-01,2026-03-17T17:40:50.000Z,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4
449,2023-01-01,2026-03-17T17:41:55.000Z,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,8
450,2023-01-01,2026-03-17T17:41:55.000Z,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.75
451,2023-01-01,2026-03-17T17:43:49.000Z,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5
452,2023-01-01,2026-03-17T17:44:28.000Z,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7
453,2023-01-01,2026-03-17T17:44:28.000Z,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
454,2023-01-01,2026-03-17T17:44:48.000Z,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,2.45
455,2023-01-01,2026-03-17T17:45:21.000Z,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
456,2023-01-01,2026-03-17T17:46:21.000Z,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
457,2023-01-01,2026-03-17T17:46:21.000Z,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
458,2023-01-01,2026-03-17T17:49:04.000Z,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
459,2023-01-01,2026-03-17T17:50:19.000Z,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3
460,2023-01-01,2026-03-17T17:50:30.000Z,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
461,2023-01-01,2026-03-17T17:51:06.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,7.5
462,2023-01-01,2026-03-17T17:54:11.000Z,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,5.1
463,2023-01-01,2026-03-17T17:56:46.000Z,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3
464,2023-01-01,2026-03-17T17:58:01.000Z,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,4.25
465,2023-01-01,2026-03-17T17:59:44.000Z,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,6
466,2023-01-01,2026-03-17T17:59:44.000Z,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Sun,Jan,1,weekday,04.Rush Hour,04.Rush Hour,01.Low Spend,3.5
467,2023-01-01,2026-03-17T18:01:08.000Z,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,6
468,2023-01-01,2026-03-17T18:02:00.000Z,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,2.5
469,2023-01-01,2026-03-17T18:02:21.000Z,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,6
470,2023-01-01,2026-03-17T18:03:13.000Z,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,2
471,2023-01-01,2026-03-17T18:03:13.000Z,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,4.5
472,2023-01-01,2026-03-17T18:04:34.000Z,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,2
473,2023-01-01,2026-03-17T18:06:52.000Z,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,6
474,2023-01-01,2026-03-17T18:06:52.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,3.75
475,2023-01-01,2026-03-17T18:07:13.000Z,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,2.5
476,2023-01-01,2026-03-17T18:08:53.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,4.9
477,2023-01-01,2026-03-17T18:12:37.000Z,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,4.4
478,2023-01-01,2026-03-17T18:13:32.000Z,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,5
479,2023-01-01,2026-03-17T18:13:41.000Z,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,6.2
480,2023-01-01,2026-03-17T18:14:28.000Z,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,6
481,2023-01-01,2026-03-17T18:17:09.000Z,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,7.5
482,2023-01-01,2026-03-17T18:18:10.000Z,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,4.5
483,2023-01-01,2026-03-17T18:19:45.000Z,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,2.5
484,2023-01-01,2026-03-17T18:19:45.000Z,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,3.5
485,2023-01-01,2026-03-17T18:21:22.000Z,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,2.5
486,2023-01-01,2026-03-17T18:22:12.000Z,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,9.5
487,2023-01-01,2026-03-17T18:22:48.000Z,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,6
488,2023-01-01,2026-03-17T18:22:53.000Z,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,3
489,2023-01-01,2026-03-17T18:22:53.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,3.75
490,2023-01-01,2026-03-17T18:23:34.000Z,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,6
491,2023-01-01,2026-03-17T18:25:51.000Z,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,4.75
492,2023-01-01,2026-03-17T18:25:57.000Z,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,3
493,2023-01-01,2026-03-17T18:27:08.000Z,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,5
494,2023-01-01,2026-03-17T18:29:34.000Z,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,5
495,2023-01-01,2026-03-17T18:30:05.000Z,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,8
496,2023-01-01,2026-03-17T18:34:56.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,7.5
497,2023-01-01,2026-03-17T18:39:29.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,2
498,2023-01-01,2026-03-17T18:40:29.000Z,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,6
499,2023-01-01,2026-03-17T18:41:13.000Z,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Sun,Jan,1,weekday,05.Night,05.Night,01.Low Spend,3
